ID;Clube_ID;Tipo;Origem_Destino;Valor;Empréstimo;Ano
2499;26;Entrada;Palmeiras U20;0.00;Não;2015
2500;26;Entrada;Capivariano;0.00;Sim;2015
2501;26;Saída;Ceará SC;0.00;Sim;2015
2502;26;Saída;Capivariano;0.00;Sim;2015
2503;28;Saída;Juventude;0.00;Não;2015
2504;35;Saída;Palmeiras;0.00;Sim;2015
2505;19;Entrada;Boa Esporte;0.00;Não;2015
2506;15;Saída;Ipatinga;0.00;Não;2015
2507;17;Saída;Without Club;0.00;Não;2015
2508;31;Saída;Vila Nova FC;0.00;Não;2015
2509;7;Entrada;Botafogo U17;0.00;Não;2015
2510;1;Entrada;Ipatinga;0.00;Sim;2015
2511;1;Saída;Democrata;0.00;Não;2015
2512;22;Entrada;CSKA Moscow;0.00;Sim;2015
2513;24;Entrada;Joinville U20;0.00;Não;2015
2514;29;Saída;Marília-SP;0.00;Não;2015
2515;1;Saída;Tombense;0.00;Sim;2015
2516;26;Entrada;Tombense;0.00;Sim;2015
2517;12;Entrada;Figueirense FC;0.00;Sim;2015
2518;12;Entrada;León;0.00;Sim;2015
2519;12;Saída;León;0.00;Sim;2015
2520;12;Saída;Figueirense FC;0.00;Sim;2015
2521;16;Entrada;Corinthians;0.00;Sim;2015
2522;16;Saída;Corinthians;0.00;Sim;2015
2523;13;Entrada;Náutico;0.00;Sim;2015
2524;13;Saída;Náutico;0.00;Sim;2015
2525;12;Entrada;SD Luneng;0.00;Não;2015
2526;17;Entrada;Alecrim;0.00;Sim;2015
2527;17;Saída;Alecrim;0.00;Sim;2015
2528;9;Entrada;Cianorte;0.00;Sim;2015
2529;2;Saída;Tombense;0.00;Sim;2015
2530;29;Saída;Tombense;0.00;Sim;2015
2531;31;Saída;Luverdense;0.00;Não;2015
2532;19;Saída;Santa Cruz-PE;0.00;Não;2015
2533;13;Entrada;Coimbra;0.00;Sim;2015
2534;19;Saída;Coimbra;0.00;Sim;2015
2535;14;Saída;SC Braga;58900000.00;Não;2015
2536;35;Entrada;Vitória U20;0.00;Não;2015
2537;23;Entrada;Caxias-RS;0.00;Não;2015
2538;20;Saída;Muaither SC;0.00;Sim;2015
2539;7;Saída;Maldonado;0.00;Sim;2015
2540;11;Entrada;Maldonado;0.00;Sim;2015
2541;4;Entrada;FC Porto;0.00;Sim;2015
2542;18;Saída;FC Porto;0.00;Sim;2015
2543;11;Saída;Foz do Iguaçu;0.00;Sim;2015
2544;12;Saída;Treze;0.00;Não;2015
2545;13;Entrada;São Bento (SP);0.00;Não;2015
2546;19;Entrada;Tombense;0.00;Sim;2015
2547;27;Entrada;Ponte Preta;0.00;Sim;2015
2548;28;Entrada;ASA;0.00;Não;2015
2549;28;Entrada;ASA;0.00;Sim;2015
2550;28;Saída;Paraná;0.00;Sim;2015
2551;28;Saída;ASA;0.00;Sim;2015
2552;21;Entrada;Náutico;0.00;Sim;2015
2553;21;Saída;Oeste;0.00;Sim;2015
2554;2;Entrada;Aparecidense;0.00;Não;2015
2555;24;Saída;Penapolense;0.00;Sim;2015
2556;26;Entrada;Penapolense;0.00;Sim;2015
2557;26;Saída;Penapolense;0.00;Sim;2015
2558;27;Entrada;Penapolense;0.00;Sim;2015
2559;29;Entrada;Duque de Caxias;0.00;Não;2015
2560;29;Saída;São José-SP;0.00;Não;2015
2561;20;Saída;Joinville-SC;0.00;Não;2015
2562;24;Entrada;Goiás;0.00;Não;2015
2563;27;Saída;Arapongas-PR;0.00;Não;2015
2564;28;Entrada;Shonan Bellmare;0.00;Não;2015
2565;28;Saída;Without Club;0.00;Não;2015
2566;13;Saída;Fortaleza;0.00;Não;2015
2567;19;Entrada;Criciúma EC;0.00;Não;2015
2568;19;Saída;Coimbra;0.00;Não;2015
2569;8;Entrada;Fluminense;0.00;Sim;2015
2570;18;Saída;Ceará SC;0.00;Sim;2015
2571;7;Saída;FC Biel-Bienne;0.00;Não;2015
2572;11;Entrada;Internacional;0.00;Sim;2015
2573;22;Saída;Coritiba FC;0.00;Sim;2015
2574;13;Entrada;Corinthians-PR;0.00;Sim;2015
2575;29;Entrada;Tombense;0.00;Não;2015
2576;24;Saída;CRB;0.00;Não;2015
2577;18;Entrada;Internacional;0.00;Sim;2015
2578;22;Saída;Fluminense;0.00;Sim;2015
2579;29;Entrada;Sport Recife;0.00;Não;2015
2580;33;Saída;Bragantino;0.00;Não;2015
2581;3;Saída;Madureira;0.00;Não;2015
2582;26;Saída;Without Club;0.00;Não;2015
2583;21;Saída;B. Leverkusen;40300000.00;Não;2015
2584;21;Saída;Santos;0.00;Sim;2015
2585;31;Entrada;Grêmio;0.00;Sim;2015
2586;8;Entrada;Atlético-MG B;0.00;Sim;2015
2587;16;Saída;Mirassol-SP;0.00;Não;2015
2588;25;Entrada;Figueirense FC;0.00;Não;2015
2589;25;Saída;São Caetano;0.00;Não;2015
2590;26;Saída;São Paulo;0.00;Não;2015
2591;32;Entrada;Palmeiras;0.00;Não;2015
2592;1;Entrada;Tupi;0.00;Não;2015
2593;20;Entrada;Cruzeiro-RS;0.00;Não;2015
2594;29;Entrada;Capivariano;0.00;Sim;2015
2595;20;Entrada;Aparecidense;0.00;Não;2015
2596;5;Entrada;Rio Branco-PR;0.00;Sim;2015
2597;5;Saída;Rio Branco-PR;0.00;Sim;2015
2598;29;Entrada;Ponte Preta U20;0.00;Não;2015
2599;5;Saída;Tombense;0.00;Não;2015
2600;5;Entrada;Ceará SC;0.00;Não;2015
2601;8;Entrada;Al-Khor SC;0.00;Não;2015
2602;8;Saída;Avaí FC;0.00;Não;2015
2603;22;Entrada;Inter U20;0.00;Não;2015
2604;6;Saída;Vasco da Gama;0.00;Sim;2015
2605;9;Entrada;Vasco da Gama;0.00;Sim;2015
2606;34;Entrada;EC Bahia;0.00;Sim;2015
2607;34;Saída;Chapecoense;0.00;Sim;2015
2608;9;Entrada;Chapecoense U20;0.00;Não;2015
2609;24;Entrada;EC Vitória;0.00;Sim;2015
2610;24;Saída;EC Vitória;0.00;Sim;2015
2611;35;Entrada;Joinville-SC;0.00;Sim;2015
2612;35;Entrada;Ventforet Kofu;0.00;Sim;2015
2613;35;Saída;Ventforet Kofu;0.00;Sim;2015
2614;35;Saída;Joinville-SC;0.00;Sim;2015
2615;26;Saída;Toulouse;0.00;Não;2015
2616;26;Saída;Olimpia;0.00;Sim;2015
2617;16;Entrada;Red Bull;0.00;Não;2015
2618;16;Entrada;Linense;0.00;Sim;2015
2619;16;Saída;Linense;0.00;Sim;2015
2620;10;Entrada;Juventude;0.00;Não;2015
2621;10;Saída;Potiguar-RN;0.00;Não;2015
2622;23;Saída;CSA;0.00;Não;2015
2623;1;Entrada;América-MG U17;0.00;Não;2015
2624;1;Saída;Valeriodoce-MG;0.00;Sim;2015
2625;2;Entrada;Corinthians;0.00;Sim;2015
2626;2;Saída;Corinthians;0.00;Sim;2015
2627;7;Entrada;Corinthians;0.00;Não;2015
2628;9;Saída;Corinthians;0.00;Sim;2015
2629;12;Entrada;Atlético-GO;0.00;Sim;2015
2630;12;Entrada;Chapecoense;0.00;Sim;2015
2631;12;Saída;Botafogo;0.00;Não;2015
2632;12;Saída;Atlético-GO;0.00;Sim;2015
2633;14;Entrada;Metalist Kharkiv;21700000.00;Não;2015
2634;21;Saída;Boa Esporte;0.00;Não;2015
2635;18;Entrada;Sport Recife;0.00;Sim;2015
2636;33;Saída;Fluminense;0.00;Sim;2015
2637;24;Entrada;Mogi Mirim;0.00;Sim;2015
2638;24;Saída;Mogi Mirim;0.00;Sim;2015
2639;4;Saída;Tombense;0.00;Sim;2015
2640;5;Entrada;Tombense;0.00;Sim;2015
2641;9;Entrada;Khazar Lankaran;0.00;Não;2015
2642;14;Entrada;Internacional;10540000.00;Não;2015
2643;22;Saída;Cruzeiro;10540000.00;Não;2015
2644;1;Saída;Desp. Brasil;0.00;Sim;2015
2645;6;Entrada;Desp. Brasil;0.00;Sim;2015
2646;1;Entrada;EC Vitória;0.00;Sim;2015
2647;35;Saída;América-MG;0.00;Sim;2015
2648;9;Saída;Tigres-RJ;0.00;Sim;2015
2649;11;Entrada;EC Vitória;0.00;Não;2015
2650;35;Saída;Coritiba FC;0.00;Não;2015
2651;29;Entrada;São Bernardo;0.00;Não;2015
2652;29;Saída;Retired;0.00;Não;2015
2653;6;Entrada;Olimpia;0.00;Sim;2015
2654;6;Saída;Olimpia;0.00;Sim;2015
2655;1;Entrada;América-RN;0.00;Não;2015
2656;25;Entrada;Comercial-SP;0.00;Não;2015
2657;25;Saída;Tombense;0.00;Não;2015
2658;12;Entrada;Bragantino;0.00;Sim;2015
2659;29;Saída;Corinthians;0.00;Sim;2015
2660;20;Entrada;Internacional;0.00;Sim;2015
2661;22;Saída;Goiás;0.00;Sim;2015
2662;1;Entrada;Nacional;0.00;Sim;2015
2663;1;Saída;Tupi;0.00;Não;2015
2664;7;Saída;Alecrim;0.00;Não;2015
2665;30;Saída;Eintr. Trier II;0.00;Não;2015
2666;4;Entrada;GO Audax;0.00;Não;2015
2667;6;Entrada;Olaria;0.00;Sim;2015
2668;7;Entrada;Grêmio;0.00;Sim;2015
2669;7;Saída;Grêmio;0.00;Sim;2015
2670;21;Entrada;Botafogo;0.00;Sim;2015
2671;21;Saída;Botafogo;0.00;Sim;2015
2672;15;Saída;Nova Iguaçu-RJ;0.00;Sim;2015
2673;2;Entrada;Atlético-PR;0.00;Sim;2015
2674;4;Entrada;Chapecoense;0.00;Sim;2015
2675;4;Saída;Atlético-GO;0.00;Sim;2015
2676;9;Saída;Atlético-PR;0.00;Sim;2015
2677;19;Entrada;Icasa;0.00;Não;2015
2678;19;Saída;Juventude;0.00;Não;2015
2679;23;Entrada;Fortaleza;0.00;Não;2015
2680;13;Entrada;Sharjah FC;0.00;Não;2015
2681;13;Saída;Without Club;0.00;Não;2015
2682;11;Saída;Genoa;0.00;Sim;2015
2683;7;Saída;Fluminense;0.00;Sim;2015
2684;18;Entrada;Botafogo;0.00;Sim;2015
2685;22;Entrada;Sport Recife;0.00;Sim;2015
2686;22;Saída;ABC FC;0.00;Sim;2015
2687;33;Saída;Internacional;0.00;Sim;2015
2688;10;Entrada;Próspera-SC;0.00;Não;2015
2689;10;Saída;Salgueiro;0.00;Não;2015
2690;29;Entrada;Corinthians B;0.00;Sim;2015
2691;11;Saída;Londrina-PR;0.00;Sim;2015
2692;6;Entrada;Salgueiro;0.00;Sim;2015
2693;6;Saída;Salgueiro;0.00;Sim;2015
2694;21;Saída;Palmeiras;0.00;Não;2015
2695;26;Entrada;Grêmio;0.00;Não;2015
2696;27;Entrada;Luverdense;0.00;Não;2015
2697;32;Saída;Inter;0.00;Sim;2015
2698;14;Entrada;Phuket;0.00;Sim;2015
2699;14;Saída;Marítimo;0.00;Não;2015
2700;27;Entrada;São Bento (SP);0.00;Não;2015
2701;13;Saída;Al-Shabab;0.00;Sim;2015
2702;2;Entrada;XV Piracicaba;0.00;Não;2015
2703;15;Saída;XV Piracicaba;0.00;Não;2015
2704;4;Saída;Al-Wasl;0.00;Sim;2015
2705;20;Saída;Vila Nova FC;0.00;Não;2015
2706;11;Saída;Cruzeiro;0.00;Sim;2015
2707;14;Entrada;Coritiba FC;0.00;Sim;2015
2708;14;Saída;Sport Recife;0.00;Sim;2015
2709;33;Entrada;Cruzeiro;0.00;Sim;2015
2710;3;Entrada;Tupi;0.00;Sim;2015
2711;3;Entrada;Ferroviária;0.00;Sim;2015
2712;3;Saída;Ferroviária;0.00;Sim;2015
2713;12;Saída;Monte Azul;0.00;Não;2015
2714;17;Entrada;Monte Azul;0.00;Sim;2015
2715;17;Saída;Monte Azul;0.00;Sim;2015
2716;35;Entrada;Monte Azul;0.00;Sim;2015
2717;1;Saída;Tombense;0.00;Sim;2015
2718;7;Entrada;Tombense;0.00;Sim;2015
2719;10;Entrada;Juventus-SP;0.00;Não;2015
2720;33;Saída;Paysandu;0.00;Sim;2015
2721;33;Saída;Without Club;0.00;Não;2015
2722;11;Entrada;Vasco da Gama;0.00;Sim;2015
2723;11;Saída;Retired;0.00;Não;2015
2724;34;Saída;Coritiba FC;0.00;Sim;2015
2725;16;Saída;FC Seoul;0.00;Não;2015
2726;22;Saída;Retired;0.00;Não;2015
2727;6;Saída;Joinville-SC;0.00;Não;2015
2728;24;Entrada;EC Bahia;0.00;Não;2015
2729;30;Entrada;KFC Uerdingen;0.00;Não;2016
2730;9;Saída;Gaziantepspor;0.00;Não;2016
2731;10;Entrada;Santa Rita-AL;0.00;Sim;2016
2732;10;Saída;Santa Rita-AL;0.00;Sim;2016
2733;1;Entrada;Santa Cruz-RN;0.00;Sim;2016
2734;13;Saída;Linense;0.00;Não;2016
2735;19;Saída;Santa Cruz-RN;0.00;Não;2016
2736;27;Entrada;Júbilo Iwata;0.00;Sim;2016
2737;27;Saída;Júbilo Iwata;0.00;Não;2016
2738;32;Entrada;Yokohama F. M.;0.00;Sim;2016
2739;32;Saída;Gamba Osaka;0.00;Sim;2016
2740;23;Saída;Farroupilha-RS;0.00;Sim;2016
2741;29;Saída;Arouca;0.00;Não;2016
2742;30;Entrada;Without Club;0.00;Não;2016
2743;28;Saída;Fort Lauderdale;0.00;Não;2016
2744;5;Saída;Novorizontino;0.00;Não;2016
2745;19;Entrada;Without Club;0.00;Não;2016
2746;19;Saída;Without Club;0.00;Não;2016
2747;6;Saída;Santo André;0.00;Não;2016
2748;25;Saída;Comercial-MS;0.00;Não;2016
2749;23;Saída;Guarani;0.00;Não;2016
2750;17;Saída;FC Nantes;0.00;Sim;2016
2751;15;Saída;Brusque;0.00;Não;2016
2752;24;Saída;Sport Recife;1550000.00;Não;2016
2753;33;Entrada;Joinville-SC;1550000.00;Não;2016
2754;7;Entrada;Without Club;0.00;Não;2016
2755;23;Saída;RB Salzburg;1773200.00;Não;2016
2756;34;Entrada;Desp. Brasil;0.00;Não;2016
2757;34;Saída;Desp. Brasil;0.00;Sim;2016
2758;8;Entrada;Icasa;0.00;Não;2016
2759;8;Entrada;América-RN;0.00;Sim;2016
2760;8;Saída;América-RN;0.00;Sim;2016
2761;8;Saída;Without Club;0.00;Não;2016
2762;14;Saída;Londrina-PR;0.00;Sim;2016
2763;18;Saída;Arka Gdynia;0.00;Sim;2016
2764;35;Saída;Nacional;0.00;Não;2016
2765;1;Entrada;Corinthians;0.00;Sim;2016
2766;12;Entrada;Ferroviária;1469400.00;Não;2016
2767;12;Saída;América-MG;0.00;Sim;2016
2768;29;Saída;Ferroviária;0.00;Sim;2016
2769;35;Entrada;Tokyo Verdy;0.00;Sim;2016
2770;35;Saída;Tokyo Verdy;0.00;Não;2016
2771;4;Entrada;Internacional;0.00;Sim;2016
2772;4;Saída;Internacional;0.00;Sim;2016
2773;9;Entrada;Internacional;0.00;Sim;2016
2774;22;Entrada;Atlético-PR;0.00;Sim;2016
2775;22;Saída;Atlético-PR;0.00;Sim;2016
2776;22;Saída;Chapecoense;0.00;Sim;2016
2777;23;Saída;Moreirense;0.00;Não;2016
2778;24;Saída;Inter B;0.00;Sim;2016
2779;28;Saída;SC Braga;4650000.00;Não;2016
2780;9;Entrada;Without Club;0.00;Não;2016
2781;18;Saída;Without Club;0.00;Não;2016
2782;5;Entrada;Nacional-PR;0.00;Sim;2016
2783;5;Saída;Mirassol-SP;0.00;Não;2016
2784;25;Entrada;Avaí FC;0.00;Não;2016
2785;5;Entrada;CA Aichinger;0.00;Sim;2016
2786;16;Entrada;Ponte Preta;0.00;Sim;2016
2787;16;Saída;Ponte Preta;0.00;Sim;2016
2788;28;Entrada;Figueirense FC;0.00;Sim;2016
2789;28;Saída;ABC FC;0.00;Não;2016
2790;28;Saída;Figueirense FC;0.00;Sim;2016
2791;4;Saída;Operário-PR;0.00;Não;2016
2792;34;Saída;Aimoré;0.00;Não;2016
2793;8;Entrada;Brasil Pelotas;0.00;Não;2016
2794;25;Saída;Capivariano;0.00;Não;2016
2795;13;Entrada;Guarani-SC;0.00;Não;2016
2796;16;Saída;Flamengo;5834200.00;Não;2016
2797;17;Entrada;Figueirense FC;5834200.00;Não;2016
2798;15;Entrada;UR Trabalhadore;0.00;Não;2016
2799;13;Entrada;Internacional;0.00;Sim;2016
2800;13;Saída;Internacional;0.00;Sim;2016
2801;22;Entrada;Criciúma EC;0.00;Sim;2016
2802;22;Saída;Guarani;0.00;Sim;2016
2803;22;Saída;Criciúma EC;0.00;Sim;2016
2804;25;Saída;River-PI;0.00;Não;2016
2805;15;Saída;KF Tirana;0.00;Não;2016
2806;4;Entrada;Guaratinguetá;0.00;Sim;2016
2807;4;Entrada;Ferroviária;0.00;Sim;2016
2808;4;Saída;Ferroviária;0.00;Sim;2016
2809;4;Saída;Guaratinguetá;0.00;Sim;2016
2810;25;Entrada;Tombense;0.00;Sim;2016
2811;25;Saída;Tombense;0.00;Sim;2016
2812;12;Saída;Chelsea;0.00;Sim;2016
2813;6;Entrada;Penapolense;0.00;Sim;2016
2814;6;Saída;Penapolense;0.00;Sim;2016
2815;28;Entrada;Penapolense;0.00;Sim;2016
2816;28;Saída;Penapolense;0.00;Sim;2016
2817;2;Entrada;Mirassol-SP;0.00;Sim;2016
2818;25;Entrada;Shonan Bellmare;0.00;Sim;2016
2819;25;Saída;Atlético-GO;0.00;Sim;2016
2820;7;Saída;Paraná;0.00;Sim;2016
2821;16;Entrada;Figueirense U17;0.00;Não;2016
2822;27;Entrada;Botafogo;0.00;Sim;2016
2823;32;Entrada;Nacional-SP;0.00;Sim;2016
2824;32;Saída;Nacional-SP;0.00;Sim;2016
2825;23;Entrada;Juventude U20;0.00;Não;2016
2826;17;Saída;Bangu-RJ;0.00;Sim;2016
2827;35;Entrada;Tombense;0.00;Sim;2016
2828;11;Entrada;Palmeiras;0.00;Sim;2016
2829;17;Entrada;EC Vitória;0.00;Sim;2016
2830;17;Saída;EC Vitória;0.00;Não;2016
2831;26;Saída;Coritiba FC;0.00;Sim;2016
2832;35;Entrada;Flamengo;0.00;Não;2016
2833;35;Saída;Flamengo;0.00;Sim;2016
2834;30;Saída;B. Gladbach 09;0.00;Não;2016
2835;2;Entrada;Shonan Bellmare;0.00;Não;2016
2836;2;Saída;Without Club;0.00;Não;2016
2837;9;Entrada;Cruzeiro;0.00;Não;2016
2838;9;Saída;Cruzeiro;0.00;Sim;2016
2839;14;Entrada;Chapecoense;0.00;Sim;2016
2840;14;Saída;Chapecoense;0.00;Não;2016
2841;2;Entrada;Without Club;0.00;Não;2016
2842;7;Entrada;Linense;0.00;Não;2016
2843;11;Entrada;Santa Cruz-PE;0.00;Sim;2016
2844;11;Saída;Linense;0.00;Não;2016
2845;1;Saída;Tombense;0.00;Sim;2016
2846;2;Saída;Londrina-PR;0.00;Sim;2016
2847;4;Entrada;Tombense;0.00;Sim;2016
2848;4;Saída;Tombense;0.00;Sim;2016
2849;5;Saída;Tombense;0.00;Sim;2016
2850;23;Entrada;Red Bull;0.00;Não;2016
2851;2;Saída;Without Club;0.00;Não;2016
2852;17;Saída;Dnipro;0.00;Sim;2016
2853;27;Entrada;Icasa;0.00;Sim;2016
2854;27;Saída;Maringá;0.00;Não;2016
2855;20;Entrada;Vasco da Gama;0.00;Não;2016
2856;34;Saída;Goiás;0.00;Não;2016
2857;27;Entrada;Cruzeiro U20;0.00;Não;2016
2858;7;Entrada;Cabofriense;0.00;Sim;2016
2859;7;Saída;Cabofriense;0.00;Sim;2016
2860;26;Saída;Tombense;0.00;Sim;2016
2861;13;Entrada;Criciúma U20;0.00;Não;2016
2862;34;Entrada;TJ Teda;0.00;Não;2016
2863;22;Entrada;Inter B;0.00;Não;2016
2864;24;Saída;Flamengo U20;0.00;Sim;2016
2865;25;Entrada;Botafogo-PB;0.00;Sim;2016
2866;25;Saída;Conquista-BA;0.00;Não;2016
2867;35;Saída;GO Audax;0.00;Sim;2016
2868;3;Entrada;Sport Recife;0.00;Sim;2016
2869;3;Saída;Corinthians;0.00;Não;2016
2870;12;Entrada;Atlético-MG;0.00;Não;2016
2871;33;Saída;Atlético-MG;0.00;Sim;2016
2872;15;Entrada;Maringá;0.00;Não;2016
2873;5;Entrada;Joinville-SC;0.00;Não;2016
2874;5;Saída;Tombense;0.00;Não;2016
2875;24;Saída;Avaí FC;0.00;Não;2016
2876;4;Entrada;Avaí FC;0.00;Não;2016
2877;5;Saída;Atlético-PR;0.00;Não;2016
2878;4;Entrada;Guaratinguetá;0.00;Sim;2016
2879;4;Entrada;Brasília;0.00;Sim;2016
2880;4;Saída;Guaratinguetá;0.00;Sim;2016
2881;4;Saída;Brasília;0.00;Sim;2016
2882;1;Saída;Tombense;0.00;Sim;2016
2883;5;Entrada;Tombense;0.00;Sim;2016
2884;12;Entrada;GO Audax;0.00;Sim;2016
2885;12;Entrada;Bragantino;0.00;Sim;2016
2886;12;Saída;CRB;0.00;Não;2016
2887;12;Saída;GO Audax;0.00;Sim;2016
2888;29;Saída;Corinthians;0.00;Sim;2016
2889;22;Saída;River Plate;0.00;Sim;2016
2890;19;Entrada;Macaé;0.00;Não;2016
2891;22;Entrada;Joinville-SC;3844000.00;Não;2016
2892;24;Saída;Internacional;3844000.00;Não;2016
2893;5;Entrada;Fluminense;0.00;Não;2016
2894;5;Saída;Ceará SC;0.00;Não;2016
2895;5;Saída;Tombense;0.00;Sim;2016
2896;8;Entrada;Avaí FC;0.00;Não;2016
2897;17;Entrada;Tombense;0.00;Sim;2016
2898;17;Saída;Tombense;0.00;Sim;2016
2899;18;Saída;Avaí FC;0.00;Não;2016
2900;28;Entrada;Tombense;0.00;Sim;2016
2901;9;Saída;Kuban Krasnodar;0.00;Não;2016
2902;24;Entrada;Without Club;0.00;Não;2016
2903;26;Saída;Without Club;0.00;Não;2016
2904;14;Entrada;Without Club;0.00;Não;2016
2905;13;Saída;Penapolense;0.00;Sim;2016
2906;24;Entrada;Penapolense;0.00;Sim;2016
2907;24;Saída;Penapolense;0.00;Sim;2016
2908;35;Saída;Red Bull;0.00;Sim;2016
2909;2;Saída;Londrina-PR;0.00;Sim;2016
2910;17;Entrada;América-RN;0.00;Não;2016
2911;17;Saída;Without Club;0.00;Não;2016
2912;9;Entrada;EC Vitória;0.00;Sim;2016
2913;17;Saída;EC Vitória;0.00;Sim;2016
2914;35;Entrada;Kawasaki Front.;0.00;Sim;2016
2915;35;Entrada;Flamengo;0.00;Sim;2016
2916;35;Saída;Chapecoense;0.00;Sim;2016
2917;35;Saída;Kawasaki Front.;0.00;Sim;2016
2918;32;Entrada;São Paulo U20;0.00;Não;2016
2919;1;Entrada;Fluminense;0.00;Sim;2016
2920;18;Entrada;Nova Iguaçu-RJ;0.00;Não;2016
2921;18;Saída;América-MG;0.00;Sim;2016
2922;18;Saída;Nova Iguaçu-RJ;0.00;Sim;2016
2923;30;Saída;SpVgg Burgbrohl;0.00;Não;2016
2924;2;Entrada;Cuiabá-MT;0.00;Não;2016
2925;2;Saída;Brusque;0.00;Não;2016
2926;15;Saída;Atlético-GO;0.00;Não;2016
2927;8;Saída;CRB;0.00;Não;2016
2928;24;Saída;Inter B;0.00;Sim;2016
2929;19;Entrada;Without Club;0.00;Não;2016
2930;19;Saída;Sampaio-MA;0.00;Não;2016
2931;22;Entrada;Paysandu;0.00;Sim;2016
2932;2;Entrada;Volta Redonda;0.00;Não;2016
2933;16;Entrada;Without Club;0.00;Não;2016
2934;17;Saída;Palmeiras;0.00;Sim;2016
2935;26;Entrada;Flamengo;0.00;Sim;2016
2936;26;Saída;Without Club;0.00;Não;2016
2937;10;Entrada;Serra Talhada;0.00;Não;2016
2938;2;Saída;Without Club;0.00;Não;2016
2939;18;Entrada;Neftchi PFK;0.00;Sim;2016
2940;18;Saída;Neftchi PFK;0.00;Sim;2016
2941;4;Entrada;Ponte Preta;0.00;Sim;2016
2942;4;Saída;Figueirense FC;0.00;Sim;2016
2943;4;Saída;Ponte Preta;0.00;Sim;2016
2944;16;Entrada;Atlético-PR;0.00;Sim;2016
2945;28;Entrada;Atlético-PR;0.00;Sim;2016
2946;28;Saída;Atlético-PR;0.00;Sim;2016
2947;20;Entrada;UR Trabalhadore;0.00;Sim;2016
2948;20;Saída;UR Trabalhadore;0.00;Sim;2016
2949;30;Saída;Unknown;0.00;Não;2016
2950;25;Saída;Barretos-SP;0.00;Não;2016
2951;30;Entrada;Düsseldorf II;0.00;Não;2016
2952;8;Entrada;Vasco da Gama;0.00;Sim;2016
2953;8;Saída;Vasco da Gama;0.00;Sim;2016
2954;28;Entrada;Red Bull;0.00;Sim;2016
2955;28;Saída;RB Salzburg;0.00;Não;2016
2956;29;Entrada;Without Club;0.00;Não;2016
2957;34;Entrada;Ceará SC;0.00;Sim;2016
2958;34;Saída;Ulsan Hyundai;0.00;Não;2016
2959;34;Saída;Ceará SC;0.00;Sim;2016
2960;25;Entrada;Tombense;0.00;Sim;2016
2961;25;Saída;Tombense;0.00;Sim;2016
2962;7;Saída;Busan IPark;0.00;Não;2016
2963;8;Entrada;Busan IPark;0.00;Não;2016
2964;18;Entrada;Ponte Preta;0.00;Sim;2016
2965;18;Saída;SH Shenxin;8060000.00;Não;2016
2966;28;Saída;Fluminense;0.00;Sim;2016
2967;10;Entrada;Without Club;0.00;Não;2016
2968;27;Entrada;Botafogo-PB;0.00;Sim;2016
2969;27;Saída;Aparecidense;0.00;Não;2016
2970;21;Entrada;Kayserispor;0.00;Não;2016
2971;1;Entrada;Without Club;0.00;Não;2016
2972;28;Saída;Without Club;0.00;Não;2016
2973;5;Entrada;Avaí U20;0.00;Não;2016
2974;15;Saída;Itumbiara-GO;0.00;Não;2016
2975;29;Saída;Corinthians B;0.00;Sim;2016
2976;25;Entrada;Caxias-RS;0.00;Sim;2016
2977;14;Entrada;Fluminense;0.00;Sim;2016
2978;14;Entrada;Red Bull;0.00;Sim;2016
2979;14;Saída;Red Bull;0.00;Sim;2016
2980;18;Saída;Cruzeiro;0.00;Sim;2016
2981;17;Saída;Grêmio;0.00;Sim;2016
2982;21;Entrada;Flamengo;0.00;Sim;2016
2983;7;Entrada;Macaé;0.00;Sim;2016
2984;7;Entrada;Oeste;0.00;Sim;2016
2985;7;Saída;Remo;0.00;Não;2016
2986;7;Saída;Oeste;0.00;Sim;2016
2987;17;Entrada;Luverdense;0.00;Sim;2016
2988;17;Saída;Água Santa-SP;0.00;Não;2016
2989;11;Entrada;XV Piracicaba;0.00;Sim;2016
2990;11;Saída;XV Piracicaba;0.00;Sim;2016
2991;26;Entrada;Santa Cruz-PE;0.00;Sim;2016
2992;26;Saída;Fort Lauderdale;0.00;Não;2016
2993;24;Saída;FC Sochaux;0.00;Não;2016
2994;29;Saída;Monte Azul;0.00;Sim;2016
2995;29;Entrada;Colorado;0.00;Sim;2016
2996;29;Saída;Colorado;0.00;Sim;2016
2997;16;Entrada;Palmeiras;0.00;Sim;2016
2998;16;Saída;Palmeiras;0.00;Sim;2016
2999;26;Entrada;Figueirense FC;0.00;Sim;2016
3000;26;Entrada;Ventforet Kofu;0.00;Sim;2016
3001;26;Saída;Figueirense FC;0.00;Sim;2016
3002;29;Entrada;São José-SP;0.00;Não;2016
3003;29;Saída;Batatais-SP;0.00;Não;2016
3004;4;Entrada;Joinville-SC;0.00;Sim;2016
3005;4;Entrada;ABC FC;0.00;Sim;2016
3006;4;Saída;ABC FC;0.00;Sim;2016
3007;24;Saída;Atlético-PR;0.00;Sim;2016
3008;34;Entrada;Marítimo;0.00;Não;2016
3009;22;Saída;Genoa;0.00;Sim;2016
3010;20;Saída;VfL Wolfsburg;27900000.00;Não;2016
3011;26;Entrada;Santa Cruz-PE;0.00;Sim;2016
3012;26;Entrada;Mogi Mirim;0.00;Sim;2016
3013;26;Saída;Mogi Mirim;0.00;Sim;2016
3014;5;Entrada;América-RN;0.00;Sim;2016
3015;5;Saída;América-RN;0.00;Sim;2016
